PATH LOSSES
MS name 	PL BS1  	PL BS2  	PL BS3  	PL BS4
MS87 	 	136.34	 	124.06	 	136.28	 	123.75	 	
MS88 	 	118.61	 	120.15	 	130.25	 	130.61	 	
MS89 	 	114.38	 	132.54	 	134.04	 	138.27	 	
MS90 	 	134.00	 	137.78	 	113.22	 	131.40	 	
MS91 	 	127.80	 	118.32	 	136.96	 	135.14	 	
MS92 	 	134.00	 	127.27	 	130.14	 	101.76	 	
MS93 	 	137.30	 	128.94	 	135.00	 	117.17	 	
MS94 	 	119.91	 	118.89	 	130.54	 	130.30	 	
MS95 	 	128.86	 	106.93	 	136.01	 	132.52	 	
MS96 	 	117.55	 	134.98	 	128.21	 	137.03	 	
MS97 	 	116.72	 	121.92	 	129.51	 	130.78	 	
MS98 	 	127.79	 	112.82	 	136.14	 	133.57	 	
MS99 	 	136.57	 	126.14	 	135.47	 	120.40	 	
MS100 	 	132.69	 	117.54	 	133.43	 	121.82	 	
--------------------------------

RSS DOWNLINK
MS name 	RSS BS1  	RSS BS2  	RSS BS3  	RSS BS4
MS1 	 	-85.57	 	-90.30	 	-100.33	 	-101.22	 	
MS2 	 	-90.22	 	-87.32	 	-101.53	 	-100.97	 	
MS3 	 	-91.89	 	-81.49	 	-94.78	 	-89.36	 	
MS4 	 	-80.26	 	-98.53	 	-98.78	 	-103.58	 	
MS5 	 	-92.58	 	-65.18	 	-98.77	 	-94.49	 	
MS6 	 	-85.24	 	-98.58	 	-100.95	 	-104.55	 	
MS7 	 	-96.91	 	-93.08	 	-90.88	 	-74.99	 	
MS8 	 	-97.27	 	-80.61	 	-103.39	 	-99.54	 	
MS9 	 	-66.08	 	-95.35	 	-96.64	 	-101.22	 	
MS10 	 	-65.79	 	-93.26	 	-93.18	 	-98.38	 	
MS11 	 	-96.12	 	-100.53	 	-61.97	 	-94.41	 	
MS12 	 	-94.67	 	-100.39	 	-57.09	 	-95.60	 	
MS13 	 	-98.51	 	-83.53	 	-104.21	 	-100.25	 	
MS14 	 	-92.83	 	-77.86	 	-101.16	 	-98.59	 	
MS15 	 	-100.55	 	-98.23	 	-91.72	 	-77.87	 	
MS16 	 	-101.45	 	-88.70	 	-105.85	 	-101.23	 	
MS17 	 	-97.67	 	-76.12	 	-102.77	 	-97.79	 	
MS18 	 	-92.23	 	-96.51	 	-76.08	 	-91.22	 	
MS19 	 	-90.55	 	-73.36	 	-98.01	 	-94.90	 	
MS20 	 	-88.62	 	-100.88	 	-87.47	 	-100.66	 	
MS21 	 	-100.13	 	-93.47	 	-96.17	 	-64.97	 	
MS22 	 	-94.30	 	-99.57	 	-53.48	 	-94.34	 	
MS23 	 	-98.20	 	-98.72	 	-83.58	 	-86.58	 	
MS24 	 	-99.65	 	-104.90	 	-85.76	 	-100.76	 	
MS25 	 	-86.66	 	-100.74	 	-90.31	 	-101.44	 	
MS26 	 	-87.40	 	-87.43	 	-100.35	 	-100.35	 	
MS27 	 	-67.49	 	-93.94	 	-92.34	 	-98.32	 	
MS28 	 	-92.48	 	-67.34	 	-98.28	 	-93.75	 	
MS29 	 	-98.56	 	-99.01	 	-84.10	 	-86.71	 	
MS30 	 	-100.51	 	-103.73	 	-83.34	 	-97.02	 	
MS31 	 	-93.53	 	-101.10	 	-74.41	 	-97.95	 	
MS32 	 	-65.52	 	-93.06	 	-95.99	 	-99.85	 	
MS33 	 	-100.58	 	-95.84	 	-94.82	 	-59.25	 	
MS34 	 	-99.85	 	-95.89	 	-93.18	 	-64.56	 	
MS35 	 	-75.67	 	-98.12	 	-96.95	 	-102.61	 	
MS36 	 	-98.84	 	-96.81	 	-89.54	 	-77.46	 	
MS37 	 	-101.34	 	-88.21	 	-105.69	 	-100.95	 	
MS38 	 	-99.38	 	-96.46	 	-91.37	 	-72.74	 	
MS39 	 	-101.46	 	-100.55	 	-90.69	 	-85.91	 	
MS40 	 	-84.59	 	-86.44	 	-93.24	 	-93.88	 	
MS41 	 	-89.44	 	-89.28	 	-101.60	 	-101.57	 	
MS42 	 	-79.57	 	-92.68	 	-99.01	 	-101.33	 	
MS43 	 	-98.61	 	-103.37	 	-79.26	 	-98.20	 	
MS44 	 	-101.72	 	-100.55	 	-91.47	 	-85.41	 	
MS45 	 	-97.82	 	-84.84	 	-97.75	 	-84.45	 	
MS46 	 	-101.98	 	-99.18	 	-94.16	 	-79.11	 	
MS47 	 	-94.69	 	-92.00	 	-89.12	 	-81.77	 	
MS48 	 	-100.25	 	-101.04	 	-85.63	 	-89.87	 	
MS49 	 	-81.52	 	-90.30	 	-98.88	 	-100.40	 	
MS50 	 	-90.82	 	-93.84	 	-83.31	 	-89.67	 	
MS51 	 	-96.67	 	-78.64	 	-102.93	 	-99.07	 	
MS52 	 	-90.77	 	-82.09	 	-94.40	 	-90.23	 	
MS53 	 	-101.31	 	-88.51	 	-105.79	 	-101.22	 	
MS54 	 	-85.37	 	-95.19	 	-83.77	 	-94.78	 	
MS55 	 	-95.09	 	-77.41	 	-102.18	 	-98.85	 	
MS56 	 	-95.03	 	-101.75	 	-73.71	 	-98.01	 	
MS57 	 	-80.03	 	-87.97	 	-94.35	 	-96.22	 	
MS58 	 	-83.18	 	-89.39	 	-99.18	 	-100.27	 	
MS59 	 	-101.43	 	-92.10	 	-99.58	 	-82.04	 	
MS60 	 	-97.79	 	-90.38	 	-94.71	 	-73.99	 	
MS61 	 	-105.49	 	-100.77	 	-101.05	 	-87.57	 	
MS62 	 	-72.32	 	-91.13	 	-94.02	 	-97.71	 	
MS63 	 	-83.28	 	-99.76	 	-99.18	 	-104.28	 	
MS64 	 	-89.91	 	-75.13	 	-97.88	 	-95.16	 	
MS65 	 	-84.84	 	-100.24	 	-90.97	 	-101.39	 	
MS66 	 	-100.74	 	-105.29	 	-86.89	 	-100.60	 	
MS67 	 	-88.50	 	-81.20	 	-99.21	 	-97.97	 	
MS68 	 	-95.16	 	-83.27	 	-103.00	 	-100.48	 	
MS69 	 	-101.55	 	-94.60	 	-97.98	 	-73.66	 	
MS70 	 	-99.36	 	-88.06	 	-98.43	 	-82.63	 	
MS71 	 	-100.77	 	-97.57	 	-93.22	 	-73.03	 	
MS72 	 	-84.25	 	-100.44	 	-92.80	 	-102.12	 	
MS73 	 	-98.01	 	-75.02	 	-101.01	 	-93.24	 	
MS74 	 	-97.58	 	-89.35	 	-95.13	 	-76.54	 	
MS75 	 	-96.58	 	-70.91	 	-101.95	 	-97.04	 	
MS76 	 	-96.44	 	-100.29	 	-66.51	 	-93.48	 	
MS77 	 	-100.77	 	-84.69	 	-102.67	 	-93.90	 	
MS78 	 	-99.10	 	-84.62	 	-99.58	 	-87.41	 	
MS79 	 	-92.05	 	-83.77	 	-93.83	 	-88.17	 	
MS80 	 	-93.44	 	-97.20	 	-74.05	 	-90.94	 	
MS81 	 	-86.07	 	-88.15	 	-99.97	 	-100.34	 	
MS82 	 	-100.48	 	-104.01	 	-83.57	 	-97.76	 	
MS83 	 	-97.61	 	-102.62	 	-75.21	 	-97.49	 	
MS84 	 	-92.60	 	-68.92	 	-97.96	 	-93.10	 	
MS85 	 	-90.26	 	-75.00	 	-97.27	 	-94.06	 	
MS86 	 	-97.35	 	-93.37	 	-91.27	 	-73.13	 	
MS87 	 	-101.34	 	-89.06	 	-101.28	 	-88.75	 	
MS88 	 	-83.61	 	-85.15	 	-95.25	 	-95.61	 	
MS89 	 	-79.38	 	-97.54	 	-99.04	 	-103.27	 	
MS90 	 	-99.00	 	-102.78	 	-78.22	 	-96.40	 	
MS91 	 	-92.80	 	-83.32	 	-101.96	 	-100.14	 	
MS92 	 	-99.00	 	-92.27	 	-95.14	 	-66.76	 	
MS93 	 	-102.30	 	-93.94	 	-100.00	 	-82.17	 	
MS94 	 	-84.91	 	-83.89	 	-95.54	 	-95.30	 	
MS95 	 	-93.86	 	-71.93	 	-101.01	 	-97.52	 	
MS96 	 	-82.55	 	-99.98	 	-93.21	 	-102.03	 	
MS97 	 	-81.72	 	-86.92	 	-94.51	 	-95.78	 	
MS98 	 	-92.79	 	-77.82	 	-101.14	 	-98.57	 	
MS99 	 	-101.57	 	-91.14	 	-100.47	 	-85.40	 	
MS100 	 	-97.69	 	-82.54	 	-98.43	 	-86.82	 	
--------------------------------

SNR DOWNLINK
MS name 	SNR BS1  	SNR BS2  	SNR BS3  	SNR BS4
MS1 	 	23.46	 	18.73	 	8.70	 	7.81	 	
MS2 	 	18.81	 	21.71	 	7.50	 	8.06	 	
MS3 	 	17.14	 	27.54	 	14.25	 	19.67	 	
MS4 	 	28.78	 	10.50	 	10.25	 	5.45	 	
MS5 	 	16.45	 	43.85	 	10.26	 	14.54	 	
MS6 	 	23.79	 	10.45	 	8.08	 	4.48	 	
MS7 	 	12.12	 	15.95	 	18.15	 	34.04	 	
MS8 	 	11.76	 	28.42	 	5.64	 	9.49	 	
MS9 	 	42.95	 	13.68	 	12.39	 	7.81	 	
MS10 	 	43.24	 	15.77	 	15.85	 	10.65	 	
MS11 	 	12.91	 	8.50	 	47.06	 	14.62	 	
MS12 	 	14.36	 	8.64	 	51.94	 	13.43	 	
MS13 	 	10.52	 	25.50	 	4.82	 	8.78	 	
MS14 	 	16.20	 	31.17	 	7.87	 	10.44	 	
MS15 	 	8.48	 	10.80	 	17.32	 	31.16	 	
MS16 	 	7.58	 	20.33	 	3.18	 	7.80	 	
MS17 	 	11.36	 	32.91	 	6.26	 	11.25	 	
MS18 	 	16.80	 	12.52	 	32.95	 	17.82	 	
MS19 	 	18.48	 	35.67	 	11.02	 	14.13	 	
MS20 	 	20.42	 	8.15	 	21.56	 	8.37	 	
MS21 	 	8.90	 	15.56	 	12.86	 	44.07	 	
MS22 	 	14.73	 	9.46	 	55.55	 	14.69	 	
MS23 	 	10.83	 	10.31	 	25.45	 	22.46	 	
MS24 	 	9.39	 	4.13	 	23.28	 	8.27	 	
MS25 	 	22.37	 	8.29	 	18.73	 	7.59	 	
MS26 	 	21.63	 	21.60	 	8.69	 	8.68	 	
MS27 	 	41.55	 	15.09	 	16.69	 	10.71	 	
MS28 	 	16.55	 	41.69	 	10.75	 	15.28	 	
MS29 	 	10.47	 	10.02	 	24.93	 	22.32	 	
MS30 	 	8.52	 	5.30	 	25.69	 	12.01	 	
MS31 	 	15.50	 	7.93	 	34.63	 	11.08	 	
MS32 	 	43.51	 	15.97	 	13.04	 	9.18	 	
MS33 	 	8.45	 	13.19	 	14.21	 	49.78	 	
MS34 	 	9.18	 	13.14	 	15.86	 	44.47	 	
MS35 	 	33.36	 	10.91	 	12.08	 	6.42	 	
MS36 	 	10.19	 	12.22	 	19.49	 	31.57	 	
MS37 	 	7.69	 	20.82	 	3.34	 	8.09	 	
MS38 	 	9.65	 	12.57	 	17.66	 	36.29	 	
MS39 	 	7.57	 	8.48	 	18.34	 	23.12	 	
MS40 	 	24.44	 	22.59	 	15.79	 	15.15	 	
MS41 	 	19.59	 	19.75	 	7.43	 	7.46	 	
MS42 	 	29.46	 	16.35	 	10.02	 	7.70	 	
MS43 	 	10.42	 	5.67	 	29.77	 	10.83	 	
MS44 	 	7.31	 	8.48	 	17.56	 	23.62	 	
MS45 	 	11.21	 	24.19	 	11.28	 	24.58	 	
MS46 	 	7.05	 	9.85	 	14.88	 	29.92	 	
MS47 	 	14.34	 	17.03	 	19.91	 	27.26	 	
MS48 	 	8.78	 	7.99	 	23.40	 	19.16	 	
MS49 	 	27.51	 	18.73	 	10.15	 	8.63	 	
MS50 	 	18.21	 	15.20	 	25.72	 	19.36	 	
MS51 	 	12.36	 	30.39	 	6.11	 	9.96	 	
MS52 	 	18.26	 	26.94	 	14.63	 	18.80	 	
MS53 	 	7.72	 	20.52	 	3.24	 	7.81	 	
MS54 	 	23.66	 	13.84	 	25.26	 	14.25	 	
MS55 	 	13.94	 	31.62	 	6.85	 	10.18	 	
MS56 	 	14.00	 	7.28	 	35.32	 	11.02	 	
MS57 	 	29.00	 	21.07	 	14.68	 	12.81	 	
MS58 	 	25.85	 	19.64	 	9.85	 	8.76	 	
MS59 	 	7.61	 	16.93	 	9.45	 	26.99	 	
MS60 	 	11.24	 	18.65	 	14.32	 	35.04	 	
MS61 	 	3.54	 	8.26	 	7.98	 	21.47	 	
MS62 	 	36.71	 	17.90	 	15.01	 	11.32	 	
MS63 	 	25.75	 	9.27	 	9.85	 	4.75	 	
MS64 	 	19.12	 	33.90	 	11.15	 	13.87	 	
MS65 	 	24.19	 	8.80	 	18.06	 	7.64	 	
MS66 	 	8.30	 	3.74	 	22.14	 	8.43	 	
MS67 	 	20.54	 	27.84	 	9.82	 	11.06	 	
MS68 	 	13.87	 	25.76	 	6.04	 	8.55	 	
MS69 	 	7.48	 	14.43	 	11.05	 	35.37	 	
MS70 	 	9.67	 	20.97	 	10.60	 	26.40	 	
MS71 	 	8.26	 	11.46	 	15.81	 	36.01	 	
MS72 	 	24.79	 	8.59	 	16.23	 	6.92	 	
MS73 	 	11.02	 	34.01	 	8.02	 	15.80	 	
MS74 	 	11.45	 	19.69	 	13.90	 	32.49	 	
MS75 	 	12.45	 	38.12	 	7.08	 	11.99	 	
MS76 	 	12.59	 	8.75	 	42.52	 	15.55	 	
MS77 	 	8.26	 	24.34	 	6.36	 	15.13	 	
MS78 	 	9.93	 	24.42	 	9.45	 	21.62	 	
MS79 	 	16.98	 	25.26	 	15.20	 	20.86	 	
MS80 	 	15.59	 	11.83	 	34.98	 	18.09	 	
MS81 	 	22.96	 	20.88	 	9.06	 	8.69	 	
MS82 	 	8.55	 	5.02	 	25.46	 	11.27	 	
MS83 	 	11.42	 	6.42	 	33.82	 	11.54	 	
MS84 	 	16.43	 	40.12	 	11.07	 	15.93	 	
MS85 	 	18.77	 	34.03	 	11.76	 	14.97	 	
MS86 	 	11.68	 	15.66	 	17.77	 	35.90	 	
MS87 	 	7.69	 	19.97	 	7.75	 	20.28	 	
MS88 	 	25.42	 	23.88	 	13.78	 	13.42	 	
MS89 	 	29.65	 	11.49	 	9.99	 	5.76	 	
MS90 	 	10.03	 	6.25	 	30.81	 	12.63	 	
MS91 	 	16.24	 	25.71	 	7.07	 	8.89	 	
MS92 	 	10.03	 	16.76	 	13.89	 	42.27	 	
MS93 	 	6.73	 	15.10	 	9.03	 	26.86	 	
MS94 	 	24.12	 	25.15	 	13.49	 	13.73	 	
MS95 	 	15.17	 	37.10	 	8.02	 	11.51	 	
MS96 	 	26.48	 	9.05	 	15.83	 	7.00	 	
MS97 	 	27.31	 	22.11	 	14.52	 	13.25	 	
MS98 	 	16.24	 	31.21	 	7.89	 	10.46	 	
MS99 	 	7.46	 	17.89	 	8.56	 	23.63	 	
MS100 	 	11.34	 	26.49	 	10.60	 	22.21	 	
--------------------------------

CONNECTIONS
MS name 	Connected BS 
MS1 	 	 SBS1
MS2 	 	 SBS2
MS3 	 	 SBS2
MS4 	 	 SBS1
MS5 	 	 SBS2
MS6 	 	 SBS1
MS7 	 	 SBS4
MS8 	 	 SBS2
MS9 	 	 SBS1
MS10 	 	 SBS1
MS11 	 	 SBS3
MS12 	 	 SBS3
MS13 	 	 SBS2
MS14 	 	 SBS2
MS15 	 	 SBS4
MS16 	 	 SBS2
MS17 	 	 SBS2
MS18 	 	 SBS3
MS19 	 	 SBS2
MS20 	 	 SBS3
MS21 	 	 SBS4
MS22 	 	 SBS3
MS23 	 	 SBS3
MS24 	 	 SBS3
MS25 	 	 SBS1
MS26 	 	 SBS1
MS27 	 	 SBS1
MS28 	 	 SBS2
MS29 	 	 SBS3
MS30 	 	 SBS3
MS31 	 	 SBS3
MS32 	 	 SBS1
MS33 	 	 SBS4
MS34 	 	 SBS4
MS35 	 	 SBS1
MS36 	 	 SBS4
MS37 	 	 SBS2
MS38 	 	 SBS4
MS39 	 	 SBS4
MS40 	 	 SBS1
MS41 	 	 SBS2
MS42 	 	 SBS1
MS43 	 	 SBS3
MS44 	 	 SBS4
MS45 	 	 SBS4
MS46 	 	 SBS4
MS47 	 	 SBS4
MS48 	 	 SBS3
MS49 	 	 SBS1
MS50 	 	 SBS3
MS51 	 	 SBS2
MS52 	 	 SBS2
MS53 	 	 SBS2
MS54 	 	 SBS3
MS55 	 	 SBS2
MS56 	 	 SBS3
MS57 	 	 SBS1
MS58 	 	 SBS1
MS59 	 	 SBS4
MS60 	 	 SBS4
MS61 	 	 SBS4
MS62 	 	 SBS1
MS63 	 	 SBS1
MS64 	 	 SBS2
MS65 	 	 SBS1
MS66 	 	 SBS3
MS67 	 	 SBS2
MS68 	 	 SBS2
MS69 	 	 SBS4
MS70 	 	 SBS4
MS71 	 	 SBS4
MS72 	 	 SBS1
MS73 	 	 SBS2
MS74 	 	 SBS4
MS75 	 	 SBS2
MS76 	 	 SBS3
MS77 	 	 SBS2
MS78 	 	 SBS2
MS79 	 	 SBS2
MS80 	 	 SBS3
MS81 	 	 SBS1
MS82 	 	 SBS3
MS83 	 	 SBS3
MS84 	 	 SBS2
MS85 	 	 SBS2
MS86 	 	 SBS4
MS87 	 	 SBS4
MS88 	 	 SBS1
MS89 	 	 SBS1
MS90 	 	 SBS3
MS91 	 	 SBS2
MS92 	 	 SBS4
MS93 	 	 SBS4
MS94 	 	 SBS2
MS95 	 	 SBS2
MS96 	 	 SBS1
MS97 	 	 SBS1
MS98 	 	 SBS2
MS99 	 	 SBS4
MS100 	 	 SBS2
--------------------------------

SINR DOWNLINK
MS name 	SINR from connected BS 
MS1 	 	 3.96
MS2 	 	 2.22
MS3 	 	 5.19
MS4 	 	 14.57
MS5 	 	 24.60
MS6 	 	 10.50
MS7 	 	 13.17
MS8 	 	 13.87
MS9 	 	 26.17
MS10 	 	 23.76
MS11 	 	 29.53
MS12 	 	 34.34
MS13 	 	 11.90
MS14 	 	 13.40
MS15 	 	 12.47
MS16 	 	 8.62
MS17 	 	 17.83
MS18 	 	 11.91
MS19 	 	 15.25
MS20 	 	 0.61
MS21 	 	 26.00
MS22 	 	 37.16
MS23 	 	 2.45
MS24 	 	 10.49
MS25 	 	 2.92
MS26 	 	 -0.42
MS27 	 	 21.92
MS28 	 	 22.06
MS29 	 	 2.09
MS30 	 	 11.32
MS31 	 	 17.18
MS32 	 	 25.13
MS33 	 	 32.36
MS34 	 	 26.12
MS35 	 	 18.06
MS36 	 	 10.89
MS37 	 	 8.93
MS38 	 	 16.92
MS39 	 	 3.98
MS40 	 	 0.40
MS41 	 	 -0.39
MS42 	 	 11.67
MS43 	 	 15.33
MS44 	 	 5.14
MS45 	 	 -0.05
MS46 	 	 13.25
MS47 	 	 4.79
MS48 	 	 3.52
MS49 	 	 7.81
MS50 	 	 3.01
MS51 	 	 15.31
MS52 	 	 4.57
MS53 	 	 8.75
MS54 	 	 0.73
MS55 	 	 15.49
MS56 	 	 18.88
MS57 	 	 6.52
MS58 	 	 5.43
MS59 	 	 8.87
MS60 	 	 14.45
MS61 	 	 9.36
MS62 	 	 16.38
MS63 	 	 12.31
MS64 	 	 13.11
MS65 	 	 5.25
MS66 	 	 9.81
MS67 	 	 6.48
MS68 	 	 10.13
MS69 	 	 18.65
MS70 	 	 4.73
MS71 	 	 18.24
MS72 	 	 7.37
MS73 	 	 16.38
MS74 	 	 11.27
MS75 	 	 22.15
MS76 	 	 24.56
MS77 	 	 7.84
MS78 	 	 2.24
MS79 	 	 2.13
MS80 	 	 14.30
MS81 	 	 1.53
MS82 	 	 11.53
MS83 	 	 18.57
MS84 	 	 20.25
MS85 	 	 13.14
MS86 	 	 15.39
MS87 	 	 -0.22
MS88 	 	 0.78
MS89 	 	 15.05
MS90 	 	 15.54
MS91 	 	 8.24
MS92 	 	 23.08
MS93 	 	 10.23
MS94 	 	 0.30
MS95 	 	 19.74
MS96 	 	 9.30
MS97 	 	 4.03
MS98 	 	 13.40
MS99 	 	 4.87
MS100 	 	 3.65
--------------------------------

